run,repetition,Module,Name,
Third-n3-0-20191108-15:11:23-124,0,Pizza.sink,lifeTime:mean,5820.1395825445
Third-n3-10-20191108-15:11:53-8640,10,Pizza.sink,lifeTime:mean,5631.3066787758
Third-n3-11-20191108-15:11:55-3900,11,Pizza.sink,lifeTime:mean,5911.1227995912
Third-n3-12-20191108-15:11:57-7812,12,Pizza.sink,lifeTime:mean,5972.4483276538
Third-n3-13-20191108-15:11:59-568,13,Pizza.sink,lifeTime:mean,5804.9438990713
Third-n3-14-20191108-15:12:00-8220,14,Pizza.sink,lifeTime:mean,5587.9004283536
Third-n3-15-20191108-15:12:02-3568,15,Pizza.sink,lifeTime:mean,5441.1150374547
Third-n3-16-20191108-15:12:04-4388,16,Pizza.sink,lifeTime:mean,5996.8217167096
Third-n3-17-20191108-15:12:05-8324,17,Pizza.sink,lifeTime:mean,5606.8365893247
Third-n3-18-20191108-15:12:07-2856,18,Pizza.sink,lifeTime:mean,6016.9160848941
Third-n3-19-20191108-15:12:09-2376,19,Pizza.sink,lifeTime:mean,5844.6366473647
Third-n3-1-20191108-15:11:27-1940,1,Pizza.sink,lifeTime:mean,6551.8170159579
Third-n3-2-20191108-15:11:30-4424,2,Pizza.sink,lifeTime:mean,5090.299630377
Third-n3-3-20191108-15:11:33-9036,3,Pizza.sink,lifeTime:mean,5846.1951002076
Third-n3-4-20191108-15:11:37-10376,4,Pizza.sink,lifeTime:mean,6067.6285616817
Third-n3-5-20191108-15:11:40-4484,5,Pizza.sink,lifeTime:mean,5615.9970930609
Third-n3-6-20191108-15:11:44-11044,6,Pizza.sink,lifeTime:mean,5458.0391184604
Third-n3-7-20191108-15:11:47-7608,7,Pizza.sink,lifeTime:mean,5893.841807029
Third-n3-8-20191108-15:11:49-3548,8,Pizza.sink,lifeTime:mean,6455.9606806197
Third-n3-9-20191108-15:11:51-9864,9,Pizza.sink,lifeTime:mean,5746.6329675143
