run,repetition,Module,Name,
Second-n3-0-20191108-15:09:17-9220,0,Pizza.sink,lifeTimeU1:max,25.635755194177
Second-n3-10-20191108-15:10:18-6160,10,Pizza.sink,lifeTimeU1:max,26.436097857783
Second-n3-11-20191108-15:10:24-11396,11,Pizza.sink,lifeTimeU1:max,28.884772520087
Second-n3-12-20191108-15:10:29-1940,12,Pizza.sink,lifeTimeU1:max,32.62667776596
Second-n3-13-20191108-15:10:35-2504,13,Pizza.sink,lifeTimeU1:max,34.051840137403
Second-n3-14-20191108-15:10:41-10884,14,Pizza.sink,lifeTimeU1:max,22.433315847567
Second-n3-15-20191108-15:10:47-5348,15,Pizza.sink,lifeTimeU1:max,28.68295082814
Second-n3-16-20191108-15:10:58-9776,16,Pizza.sink,lifeTimeU1:max,26.230393227847
Second-n3-17-20191108-15:11:05-1040,17,Pizza.sink,lifeTimeU1:max,23.781202798423
Second-n3-18-20191108-15:11:11-9540,18,Pizza.sink,lifeTimeU1:max,27.275201812966
Second-n3-19-20191108-15:11:17-7796,19,Pizza.sink,lifeTimeU1:max,26.651382183614
Second-n3-1-20191108-15:09:24-5876,1,Pizza.sink,lifeTimeU1:max,31.585403490323
Second-n3-2-20191108-15:09:28-7472,2,Pizza.sink,lifeTimeU1:max,31.49218446935
Second-n3-3-20191108-15:09:32-6056,3,Pizza.sink,lifeTimeU1:max,30.544511961831
Second-n3-4-20191108-15:09:39-10192,4,Pizza.sink,lifeTimeU1:max,33.037235175969
Second-n3-5-20191108-15:09:47-8500,5,Pizza.sink,lifeTimeU1:max,28.926907958876
Second-n3-6-20191108-15:09:53-2056,6,Pizza.sink,lifeTimeU1:max,29.90650222594
Second-n3-7-20191108-15:09:58-9228,7,Pizza.sink,lifeTimeU1:max,28.556817774019
Second-n3-8-20191108-15:10:04-680,8,Pizza.sink,lifeTimeU1:max,26.203013731504
Second-n3-9-20191108-15:10:11-2956,9,Pizza.sink,lifeTimeU1:max,31.047284078413
