run,repetition,Module,Name,
Second-n4-0-20191016-17:04:08-4624,0,Pizza.sink,lifeTimeU1:max,35.813452231117
Second-n4-1-20191016-17:04:10-14436,1,Pizza.sink,lifeTimeU1:max,23.418654735435
Second-n4-10-20191016-17:04:21-7708,10,Pizza.sink,lifeTimeU1:max,28.934049735081
Second-n4-11-20191016-17:04:22-7568,11,Pizza.sink,lifeTimeU1:max,25.701483774965
Second-n4-12-20191016-17:04:23-13816,12,Pizza.sink,lifeTimeU1:max,18.132680245349
Second-n4-13-20191016-17:04:24-8004,13,Pizza.sink,lifeTimeU1:max,26.972965253806
Second-n4-14-20191016-17:04:25-7220,14,Pizza.sink,lifeTimeU1:max,35.317624359255
Second-n4-15-20191016-17:04:27-6148,15,Pizza.sink,lifeTimeU1:max,22.381490321387
Second-n4-16-20191016-17:04:28-13016,16,Pizza.sink,lifeTimeU1:max,22.65269577337
Second-n4-17-20191016-17:04:29-5368,17,Pizza.sink,lifeTimeU1:max,21.832948723433
Second-n4-18-20191016-17:04:31-11752,18,Pizza.sink,lifeTimeU1:max,36.9187258187
Second-n4-19-20191016-17:04:32-11552,19,Pizza.sink,lifeTimeU1:max,26.104923048563
Second-n4-2-20191016-17:04:11-7548,2,Pizza.sink,lifeTimeU1:max,26.991066993365
Second-n4-3-20191016-17:04:13-13840,3,Pizza.sink,lifeTimeU1:max,18.92590910193
Second-n4-4-20191016-17:04:14-10620,4,Pizza.sink,lifeTimeU1:max,24.424007604245
Second-n4-5-20191016-17:04:16-3568,5,Pizza.sink,lifeTimeU1:max,19.372116731401
Second-n4-6-20191016-17:04:17-14980,6,Pizza.sink,lifeTimeU1:max,44.684931947205
Second-n4-7-20191016-17:04:18-5740,7,Pizza.sink,lifeTimeU1:max,28.401840746521
Second-n4-8-20191016-17:04:19-9536,8,Pizza.sink,lifeTimeU1:max,19.92122729035
Second-n4-9-20191016-17:04:20-11052,9,Pizza.sink,lifeTimeU1:max,19.546582651943
