run,repetition,Module,Name,
Second-n4-0-20191016-17:04:08-4624,0,Pizza.EntryQueueU1,queueLength:mean,1.4279877425945
Second-n4-1-20191016-17:04:10-14436,1,Pizza.EntryQueueU1,queueLength:mean,1.3275816649104
Second-n4-10-20191016-17:04:21-7708,10,Pizza.EntryQueueU1,queueLength:mean,1.3031069123811
Second-n4-11-20191016-17:04:22-7568,11,Pizza.EntryQueueU1,queueLength:mean,1.3689525443865
Second-n4-12-20191016-17:04:23-13816,12,Pizza.EntryQueueU1,queueLength:mean,1.2564102564103
Second-n4-13-20191016-17:04:24-8004,13,Pizza.EntryQueueU1,queueLength:mean,1.2893119175094
Second-n4-14-20191016-17:04:25-7220,14,Pizza.EntryQueueU1,queueLength:mean,1.4390259532201
Second-n4-15-20191016-17:04:27-6148,15,Pizza.EntryQueueU1,queueLength:mean,1.2357850454607
Second-n4-16-20191016-17:04:28-13016,16,Pizza.EntryQueueU1,queueLength:mean,1.3634652822842
Second-n4-17-20191016-17:04:29-5368,17,Pizza.EntryQueueU1,queueLength:mean,1.3185852007917
Second-n4-18-20191016-17:04:31-11752,18,Pizza.EntryQueueU1,queueLength:mean,1.4534582041385
Second-n4-19-20191016-17:04:32-11552,19,Pizza.EntryQueueU1,queueLength:mean,1.4532710280374
Second-n4-2-20191016-17:04:11-7548,2,Pizza.EntryQueueU1,queueLength:mean,1.3170339607475
Second-n4-3-20191016-17:04:13-13840,3,Pizza.EntryQueueU1,queueLength:mean,1.285393258427
Second-n4-4-20191016-17:04:14-10620,4,Pizza.EntryQueueU1,queueLength:mean,1.3606514142546
Second-n4-5-20191016-17:04:16-3568,5,Pizza.EntryQueueU1,queueLength:mean,1.2770875268966
Second-n4-6-20191016-17:04:17-14980,6,Pizza.EntryQueueU1,queueLength:mean,1.3134611476187
Second-n4-7-20191016-17:04:18-5740,7,Pizza.EntryQueueU1,queueLength:mean,1.2999149270336
Second-n4-8-20191016-17:04:19-9536,8,Pizza.EntryQueueU1,queueLength:mean,1.3152979066023
Second-n4-9-20191016-17:04:20-11052,9,Pizza.EntryQueueU1,queueLength:mean,1.3277696502194
